instant,dateday,season,year,month,hour,holiday,weekday,workingday,weather_situation,temp,atemp,humidity,windspeed,casual,registered,total,time_of_day
12909,2012-06-27,Fall,1,Jun,1,0,Wed,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.1642,5,18,23,Morning
12910,2012-06-27,Fall,1,Jun,2,0,Wed,1,Clear/Partly Cloudy,0.56,0.5303,0.49,0.1343,2,12,14,Morning
12911,2012-06-27,Fall,1,Jun,3,0,Wed,1,Clear/Partly Cloudy,0.58,0.5455,0.46,0.0896,1,7,8,Morning
12912,2012-06-27,Fall,1,Jun,4,0,Wed,1,Clear/Partly Cloudy,0.6,0.6212,0.4,0.2537,0,11,11,Morning
12913,2012-06-27,Fall,1,Jun,5,0,Wed,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.2836,2,34,36,Morning
12914,2012-06-27,Fall,1,Jun,6,0,Wed,1,Clear/Partly Cloudy,0.58,0.5455,0.46,0.2836,7,193,200,Morning
12915,2012-06-27,Fall,1,Jun,7,0,Wed,1,Clear/Partly Cloudy,0.6,0.6212,0.43,0.3582,29,498,527,Morning
12916,2012-06-27,Fall,1,Jun,8,0,Wed,1,Clear/Partly Cloudy,0.62,0.6212,0.43,0.3284,49,638,687,Afternoon
12917,2012-06-27,Fall,1,Jun,9,0,Wed,1,Clear/Partly Cloudy,0.66,0.6212,0.41,0.3582,29,253,282,Afternoon
12918,2012-06-27,Fall,1,Jun,10,0,Wed,1,Clear/Partly Cloudy,0.7,0.6364,0.37,0.2537,34,138,172,Afternoon
12919,2012-06-27,Fall,1,Jun,11,0,Wed,1,Clear/Partly Cloudy,0.74,0.6515,0.3,0.3284,64,145,209,Afternoon
12920,2012-06-27,Fall,1,Jun,12,0,Wed,1,Clear/Partly Cloudy,0.76,0.6667,0.29,0.2985,77,245,322,Afternoon
12921,2012-06-27,Fall,1,Jun,13,0,Wed,1,Clear/Partly Cloudy,0.8,0.697,0.27,0.3284,77,244,321,Afternoon
12922,2012-06-27,Fall,1,Jun,14,0,Wed,1,Clear/Partly Cloudy,0.8,0.6818,0.24,0.3582,78,192,270,Afternoon
12923,2012-06-27,Fall,1,Jun,15,0,Wed,1,Clear/Partly Cloudy,0.8,0.697,0.26,0.4627,61,188,249,Afternoon
12924,2012-06-27,Fall,1,Jun,16,0,Wed,1,Clear/Partly Cloudy,0.82,0.697,0.24,0.4478,55,337,392,Night
12925,2012-06-27,Fall,1,Jun,17,0,Wed,1,Clear/Partly Cloudy,0.82,0.697,0.24,0.3881,113,730,843,Night
12926,2012-06-27,Fall,1,Jun,18,0,Wed,1,Clear/Partly Cloudy,0.8,0.697,0.27,0.3284,85,719,804,Night
12927,2012-06-27,Fall,1,Jun,19,0,Wed,1,Clear/Partly Cloudy,0.78,0.6818,0.29,0.3284,101,542,643,Night
12928,2012-06-27,Fall,1,Jun,20,0,Wed,1,Clear/Partly Cloudy,0.76,0.6667,0.31,0.194,76,369,445,Night
12929,2012-06-27,Fall,1,Jun,21,0,Wed,1,Clear/Partly Cloudy,0.74,0.6515,0.35,0.1343,54,313,367,Night
12930,2012-06-27,Fall,1,Jun,22,0,Wed,1,Clear/Partly Cloudy,0.72,0.6515,0.39,0.0896,52,245,297,Night
12931,2012-06-27,Fall,1,Jun,23,0,Wed,1,Clear/Partly Cloudy,0.68,0.6364,0.47,0.1343,11,148,159,Night
12932,2012-06-28,Fall,1,Jun,0,0,Thu,1,Clear/Partly Cloudy,0.66,0.6212,0.5,0.1045,2,52,54,Morning
12933,2012-06-28,Fall,1,Jun,1,0,Thu,1,Clear/Partly Cloudy,0.66,0.6212,0.54,0.0,11,14,25,Morning
12934,2012-06-28,Fall,1,Jun,2,0,Thu,1,Clear/Partly Cloudy,0.66,0.6212,0.5,0.0896,1,12,13,Morning
12935,2012-06-28,Fall,1,Jun,3,0,Thu,1,Clear/Partly Cloudy,0.66,0.6212,0.5,0.0896,1,6,7,Morning
12936,2012-06-28,Fall,1,Jun,4,0,Thu,1,Clear/Partly Cloudy,0.62,0.6061,0.61,0.1045,0,11,11,Morning
12937,2012-06-28,Fall,1,Jun,5,0,Thu,1,Clear/Partly Cloudy,0.62,0.6212,0.57,0.0896,8,39,47,Morning
12938,2012-06-28,Fall,1,Jun,6,0,Thu,1,Clear/Partly Cloudy,0.62,0.6212,0.57,0.0896,8,185,193,Morning
12939,2012-06-28,Fall,1,Jun,7,0,Thu,1,Clear/Partly Cloudy,0.62,0.6061,0.61,0.1045,24,484,508,Morning
12940,2012-06-28,Fall,1,Jun,8,0,Thu,1,Clear/Partly Cloudy,0.66,0.6212,0.5,0.1343,40,577,617,Afternoon
12941,2012-06-28,Fall,1,Jun,9,0,Thu,1,Clear/Partly Cloudy,0.7,0.6515,0.54,0.1642,33,318,351,Afternoon
12942,2012-06-28,Fall,1,Jun,10,0,Thu,1,Clear/Partly Cloudy,0.74,0.6667,0.48,0.194,40,144,184,Afternoon
12943,2012-06-28,Fall,1,Jun,11,0,Thu,1,Clear/Partly Cloudy,0.8,0.697,0.31,0.194,41,170,211,Afternoon
12944,2012-06-28,Fall,1,Jun,12,0,Thu,1,Clear/Partly Cloudy,0.84,0.7121,0.26,0.2836,49,227,276,Afternoon
12945,2012-06-28,Fall,1,Jun,13,0,Thu,1,Clear/Partly Cloudy,0.86,0.7424,0.26,0.2239,31,205,236,Afternoon
12946,2012-06-28,Fall,1,Jun,14,0,Thu,1,Clear/Partly Cloudy,0.86,0.7273,0.25,0.3284,66,188,254,Afternoon
12947,2012-06-28,Fall,1,Jun,15,0,Thu,1,Clear/Partly Cloudy,0.86,0.7273,0.25,0.3284,24,195,219,Afternoon
12948,2012-06-28,Fall,1,Jun,16,0,Thu,1,Clear/Partly Cloudy,0.88,0.7424,0.23,0.194,56,331,387,Night
12949,2012-06-28,Fall,1,Jun,17,0,Thu,1,Clear/Partly Cloudy,0.88,0.7424,0.22,0.194,71,634,705,Night
12950,2012-06-28,Fall,1,Jun,18,0,Thu,1,Clear/Partly Cloudy,0.86,0.7273,0.25,0.2239,100,597,697,Night
12951,2012-06-28,Fall,1,Jun,19,0,Thu,1,Clear/Partly Cloudy,0.84,0.7273,0.3,0.2985,79,492,571,Night
12952,2012-06-28,Fall,1,Jun,20,0,Thu,1,Clear/Partly Cloudy,0.82,0.7273,0.34,0.194,71,399,470,Night
12953,2012-06-28,Fall,1,Jun,21,0,Thu,1,Clear/Partly Cloudy,0.76,0.697,0.55,0.194,89,309,398,Night
12954,2012-06-28,Fall,1,Jun,22,0,Thu,1,Clear/Partly Cloudy,0.76,0.697,0.52,0.1642,50,224,274,Night
12955,2012-06-28,Fall,1,Jun,23,0,Thu,1,Clear/Partly Cloudy,0.74,0.6667,0.48,0.1343,26,145,171,Night
12956,2012-06-29,Fall,1,Jun,0,0,Fri,1,Clear/Partly Cloudy,0.74,0.6667,0.48,0.1343,24,90,114,Morning
12957,2012-06-29,Fall,1,Jun,1,0,Fri,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.1642,9,33,42,Morning
12958,2012-06-29,Fall,1,Jun,2,0,Fri,1,Clear/Partly Cloudy,0.72,0.6667,0.58,0.194,3,15,18,Morning
12959,2012-06-29,Fall,1,Jun,3,0,Fri,1,Clear/Partly Cloudy,0.72,0.6667,0.58,0.194,3,5,8,Morning
12960,2012-06-29,Fall,1,Jun,4,0,Fri,1,Clear/Partly Cloudy,0.7,0.6515,0.65,0.1642,1,9,10,Morning
12961,2012-06-29,Fall,1,Jun,5,0,Fri,1,Clear/Partly Cloudy,0.7,0.6515,0.61,0.1045,6,39,45,Morning
12962,2012-06-29,Fall,1,Jun,6,0,Fri,1,Misty/Cloudy,0.7,0.6515,0.61,0.1642,15,148,163,Morning
12963,2012-06-29,Fall,1,Jun,7,0,Fri,1,Clear/Partly Cloudy,0.7,0.6515,0.61,0.1045,19,361,380,Morning
12964,2012-06-29,Fall,1,Jun,8,0,Fri,1,Misty/Cloudy,0.74,0.6818,0.55,0.1045,48,576,624,Afternoon
12965,2012-06-29,Fall,1,Jun,9,0,Fri,1,Clear/Partly Cloudy,0.76,0.697,0.55,0.1642,39,261,300,Afternoon
12966,2012-06-29,Fall,1,Jun,10,0,Fri,1,Clear/Partly Cloudy,0.9,0.8333,0.39,0.2985,32,139,171,Afternoon
12967,2012-06-29,Fall,1,Jun,11,0,Fri,1,Misty/Cloudy,0.9,0.8485,0.42,0.2836,51,137,188,Afternoon
12968,2012-06-29,Fall,1,Jun,12,0,Fri,1,Misty/Cloudy,0.92,0.8788,0.4,0.2537,53,173,226,Afternoon
12969,2012-06-29,Fall,1,Jun,13,0,Fri,1,Clear/Partly Cloudy,0.94,0.8788,0.38,0.194,45,194,239,Afternoon
12970,2012-06-29,Fall,1,Jun,14,0,Fri,1,Clear/Partly Cloudy,0.96,0.9091,0.36,0.2239,49,184,233,Afternoon
12971,2012-06-29,Fall,1,Jun,15,0,Fri,1,Clear/Partly Cloudy,0.96,0.9091,0.36,0.0,47,183,230,Afternoon
12972,2012-06-29,Fall,1,Jun,16,0,Fri,1,Clear/Partly Cloudy,0.96,0.9091,0.36,0.0,59,292,351,Night
12973,2012-06-29,Fall,1,Jun,17,0,Fri,1,Clear/Partly Cloudy,0.98,0.9242,0.34,0.194,82,457,539,Night
12974,2012-06-29,Fall,1,Jun,18,0,Fri,1,Clear/Partly Cloudy,0.96,0.8636,0.31,0.0,50,414,464,Night
12975,2012-06-29,Fall,1,Jun,19,0,Fri,1,Clear/Partly Cloudy,0.9,0.8788,0.47,0.194,60,303,363,Night
12976,2012-06-29,Fall,1,Jun,20,0,Fri,1,Clear/Partly Cloudy,0.92,0.8939,0.42,0.2537,53,255,308,Night
12977,2012-06-29,Fall,1,Jun,21,0,Fri,1,Misty/Cloudy,0.86,0.8333,0.53,0.194,41,195,236,Night
12978,2012-06-29,Fall,1,Jun,22,0,Fri,1,Light Snow/Rain,0.82,0.8333,0.63,0.194,34,129,163,Night
12979,2012-06-29,Fall,1,Jun,23,0,Fri,1,Light Snow/Rain,0.82,0.8333,0.63,0.194,6,42,48,Night
12980,2012-06-30,Fall,1,Jun,0,0,Sat,0,Light Snow/Rain,0.64,0.5758,0.89,0.1642,4,65,69,Morning
12981,2012-06-30,Fall,1,Jun,1,0,Sat,0,Light Snow/Rain,0.64,0.5758,0.89,0.2239,3,55,58,Morning
12982,2012-06-30,Fall,1,Jun,2,0,Sat,0,Misty/Cloudy,0.64,0.5758,0.89,0.0,7,54,61,Morning
12983,2012-06-30,Fall,1,Jun,3,0,Sat,0,Misty/Cloudy,0.64,0.5758,0.89,0.0,3,20,23,Morning
12984,2012-06-30,Fall,1,Jun,4,0,Sat,0,Misty/Cloudy,0.62,0.5455,0.94,0.0,3,15,18,Morning
12985,2012-06-30,Fall,1,Jun,5,0,Sat,0,Clear/Partly Cloudy,0.64,0.5758,0.89,0.1642,3,7,10,Morning
12986,2012-06-30,Fall,1,Jun,6,0,Sat,0,Clear/Partly Cloudy,0.64,0.5758,0.89,0.1642,6,36,42,Morning
12987,2012-06-30,Fall,1,Jun,7,0,Sat,0,Clear/Partly Cloudy,0.64,0.5758,0.89,0.1642,10,82,92,Morning
12988,2012-06-30,Fall,1,Jun,8,0,Sat,0,Clear/Partly Cloudy,0.64,0.5758,0.89,0.1642,26,168,194,Afternoon
12989,2012-06-30,Fall,1,Jun,9,0,Sat,0,Clear/Partly Cloudy,0.64,0.5758,0.89,0.1642,41,234,275,Afternoon
12990,2012-06-30,Fall,1,Jun,10,0,Sat,0,Clear/Partly Cloudy,0.88,0.7727,0.3,0.2537,96,308,404,Afternoon
12991,2012-06-30,Fall,1,Jun,11,0,Sat,0,Clear/Partly Cloudy,0.88,0.7727,0.3,0.2537,102,350,452,Afternoon
12992,2012-06-30,Fall,1,Jun,12,0,Sat,0,Clear/Partly Cloudy,0.88,0.7727,0.3,0.2537,143,328,471,Afternoon
12993,2012-06-30,Fall,1,Jun,13,0,Sat,0,Clear/Partly Cloudy,0.88,0.7727,0.3,0.2537,105,323,428,Afternoon
12994,2012-06-30,Fall,1,Jun,14,0,Sat,0,Clear/Partly Cloudy,0.88,0.7727,0.3,0.2537,114,295,409,Afternoon
12995,2012-06-30,Fall,1,Jun,15,0,Sat,0,Clear/Partly Cloudy,0.88,0.7727,0.3,0.2537,117,287,404,Afternoon
12996,2012-06-30,Fall,1,Jun,16,0,Sat,0,Clear/Partly Cloudy,0.9,0.7879,0.29,0.1642,109,264,373,Night
12997,2012-06-30,Fall,1,Jun,17,0,Sat,0,Clear/Partly Cloudy,0.88,0.7727,0.32,0.1343,131,231,362,Night
12998,2012-06-30,Fall,1,Jun,18,0,Sat,0,Clear/Partly Cloudy,0.88,0.7879,0.35,0.0,91,248,339,Night
12999,2012-06-30,Fall,1,Jun,19,0,Sat,0,Clear/Partly Cloudy,0.84,0.7576,0.44,0.2537,134,240,374,Night
13000,2012-06-30,Fall,1,Jun,20,0,Sat,0,Clear/Partly Cloudy,0.82,0.7727,0.52,0.1642,88,204,292,Night
13001,2012-06-30,Fall,1,Jun,21,0,Sat,0,Clear/Partly Cloudy,0.82,0.7727,0.52,0.1642,48,165,213,Night
13002,2012-06-30,Fall,1,Jun,22,0,Sat,0,Clear/Partly Cloudy,0.78,0.7424,0.62,0.1642,38,134,172,Night
13003,2012-06-30,Fall,1,Jun,23,0,Sat,0,Clear/Partly Cloudy,0.78,0.7424,0.62,0.0896,33,119,152,Night
13004,2012-07-01,Fall,1,Jul,0,0,Sun,0,Clear/Partly Cloudy,0.76,0.7273,0.66,0.0,27,122,149,Morning
13005,2012-07-01,Fall,1,Jul,1,0,Sun,0,Clear/Partly Cloudy,0.74,0.697,0.7,0.1343,12,81,93,Morning
13006,2012-07-01,Fall,1,Jul,2,0,Sun,0,Clear/Partly Cloudy,0.72,0.697,0.74,0.0896,21,69,90,Morning
13007,2012-07-01,Fall,1,Jul,3,0,Sun,0,Clear/Partly Cloudy,0.72,0.7121,0.84,0.1343,6,27,33,Morning
13008,2012-07-01,Fall,1,Jul,4,0,Sun,0,Clear/Partly Cloudy,0.7,0.6667,0.79,0.194,0,4,4,Morning
13009,2012-07-01,Fall,1,Jul,5,0,Sun,0,Clear/Partly Cloudy,0.68,0.6364,0.79,0.1045,3,7,10,Morning
13010,2012-07-01,Fall,1,Jul,6,0,Sun,0,Clear/Partly Cloudy,0.7,0.6667,0.79,0.0896,8,19,27,Morning
13011,2012-07-01,Fall,1,Jul,7,0,Sun,0,Clear/Partly Cloudy,0.74,0.697,0.7,0.0,13,37,50,Morning
13012,2012-07-01,Fall,1,Jul,8,0,Sun,0,Clear/Partly Cloudy,0.78,0.7424,0.62,0.1045,36,106,142,Afternoon
13013,2012-07-01,Fall,1,Jul,9,0,Sun,0,Clear/Partly Cloudy,0.82,0.7879,0.56,0.0,51,168,219,Afternoon
13014,2012-07-01,Fall,1,Jul,10,0,Sun,0,Clear/Partly Cloudy,0.86,0.7879,0.44,0.2985,98,268,366,Afternoon
13015,2012-07-01,Fall,1,Jul,11,0,Sun,0,Clear/Partly Cloudy,0.88,0.803,0.39,0.2239,121,256,377,Afternoon
13016,2012-07-01,Fall,1,Jul,12,0,Sun,0,Clear/Partly Cloudy,0.9,0.8182,0.37,0.2239,114,319,433,Afternoon
13017,2012-07-01,Fall,1,Jul,13,0,Sun,0,Clear/Partly Cloudy,0.92,0.8333,0.33,0.2537,111,309,420,Afternoon
13018,2012-07-01,Fall,1,Jul,14,0,Sun,0,Clear/Partly Cloudy,0.92,0.8333,0.33,0.2537,98,346,444,Afternoon
13019,2012-07-01,Fall,1,Jul,15,0,Sun,0,Clear/Partly Cloudy,0.9,0.8182,0.37,0.2836,101,244,345,Afternoon
13020,2012-07-01,Fall,1,Jul,16,0,Sun,0,Clear/Partly Cloudy,0.92,0.8333,0.33,0.2985,85,228,313,Night
13021,2012-07-01,Fall,1,Jul,17,0,Sun,0,Clear/Partly Cloudy,0.92,0.803,0.26,0.2985,90,323,413,Night
13022,2012-07-01,Fall,1,Jul,18,0,Sun,0,Clear/Partly Cloudy,0.88,0.7727,0.32,0.3582,95,275,370,Night
13023,2012-07-01,Fall,1,Jul,19,0,Sun,0,Clear/Partly Cloudy,0.84,0.7424,0.39,0.1343,103,279,382,Night
13024,2012-07-01,Fall,1,Jul,20,0,Sun,0,Clear/Partly Cloudy,0.84,0.7424,0.39,0.1343,88,244,332,Night
13025,2012-07-01,Fall,1,Jul,21,0,Sun,0,Clear/Partly Cloudy,0.84,0.7424,0.39,0.1343,77,181,258,Night
13026,2012-07-01,Fall,1,Jul,22,0,Sun,0,Clear/Partly Cloudy,0.82,0.7424,0.43,0.1343,41,110,151,Night
13027,2012-07-01,Fall,1,Jul,23,0,Sun,0,Light Snow/Rain,0.78,0.7121,0.52,0.1642,22,88,110,Night
13028,2012-07-02,Fall,1,Jul,0,0,Mon,1,Misty/Cloudy,0.76,0.7121,0.58,0.2239,12,31,43,Morning
13029,2012-07-02,Fall,1,Jul,1,0,Mon,1,Misty/Cloudy,0.76,0.7121,0.58,0.194,3,14,17,Morning
13030,2012-07-02,Fall,1,Jul,2,0,Mon,1,Misty/Cloudy,0.74,0.6667,0.51,0.2537,1,14,15,Morning
13031,2012-07-02,Fall,1,Jul,3,0,Mon,1,Misty/Cloudy,0.72,0.6667,0.54,0.4179,0,5,5,Morning
13032,2012-07-02,Fall,1,Jul,4,0,Mon,1,Misty/Cloudy,0.72,0.6667,0.54,0.2985,2,10,12,Morning
13033,2012-07-02,Fall,1,Jul,5,0,Mon,1,Misty/Cloudy,0.72,0.6667,0.51,0.0,3,37,40,Morning
13034,2012-07-02,Fall,1,Jul,6,0,Mon,1,Clear/Partly Cloudy,0.7,0.6515,0.58,0.1045,4,132,136,Morning
13035,2012-07-02,Fall,1,Jul,7,0,Mon,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.1045,8,390,398,Morning
13036,2012-07-02,Fall,1,Jul,8,0,Mon,1,Clear/Partly Cloudy,0.76,0.697,0.52,0.194,20,548,568,Afternoon
13037,2012-07-02,Fall,1,Jul,9,0,Mon,1,Clear/Partly Cloudy,0.78,0.697,0.46,0.2537,56,239,295,Afternoon
13038,2012-07-02,Fall,1,Jul,10,0,Mon,1,Clear/Partly Cloudy,0.8,0.7273,0.43,0.2537,70,104,174,Afternoon
13039,2012-07-02,Fall,1,Jul,11,0,Mon,1,Clear/Partly Cloudy,0.84,0.7273,0.28,0.2985,67,134,201,Afternoon
13040,2012-07-02,Fall,1,Jul,12,0,Mon,1,Clear/Partly Cloudy,0.84,0.7273,0.32,0.194,74,183,257,Afternoon
13041,2012-07-02,Fall,1,Jul,13,0,Mon,1,Clear/Partly Cloudy,0.86,0.7576,0.34,0.2239,74,162,236,Afternoon
13042,2012-07-02,Fall,1,Jul,14,0,Mon,1,Clear/Partly Cloudy,0.86,0.7576,0.34,0.2239,79,151,230,Afternoon
13043,2012-07-02,Fall,1,Jul,15,0,Mon,1,Clear/Partly Cloudy,0.84,0.7424,0.36,0.194,59,175,234,Afternoon
13044,2012-07-02,Fall,1,Jul,16,0,Mon,1,Clear/Partly Cloudy,0.84,0.7424,0.36,0.2836,61,304,365,Night
13045,2012-07-02,Fall,1,Jul,17,0,Mon,1,Clear/Partly Cloudy,0.84,0.7273,0.32,0.1343,82,665,747,Night
13046,2012-07-02,Fall,1,Jul,18,0,Mon,1,Clear/Partly Cloudy,0.84,0.7273,0.32,0.1642,72,658,730,Night
13047,2012-07-02,Fall,1,Jul,19,0,Mon,1,Clear/Partly Cloudy,0.78,0.697,0.43,0.1343,71,510,581,Night
13048,2012-07-02,Fall,1,Jul,20,0,Mon,1,Clear/Partly Cloudy,0.78,0.697,0.43,0.1343,38,357,395,Night
13049,2012-07-02,Fall,1,Jul,21,0,Mon,1,Clear/Partly Cloudy,0.76,0.6818,0.45,0.1343,17,241,258,Night
13050,2012-07-02,Fall,1,Jul,22,0,Mon,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.1642,19,169,188,Night
13051,2012-07-02,Fall,1,Jul,23,0,Mon,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.1045,12,90,102,Night
13052,2012-07-03,Fall,1,Jul,0,0,Tue,1,Clear/Partly Cloudy,0.72,0.6667,0.54,0.0,9,44,53,Morning
13053,2012-07-03,Fall,1,Jul,1,0,Tue,1,Clear/Partly Cloudy,0.72,0.6667,0.58,0.0,5,9,14,Morning
13054,2012-07-03,Fall,1,Jul,2,0,Tue,1,Clear/Partly Cloudy,0.72,0.6667,0.58,0.0,2,8,10,Morning
13055,2012-07-03,Fall,1,Jul,3,0,Tue,1,Clear/Partly Cloudy,0.7,0.6515,0.65,0.1343,0,2,2,Morning
13056,2012-07-03,Fall,1,Jul,4,0,Tue,1,Clear/Partly Cloudy,0.68,0.6364,0.65,0.1045,0,6,6,Morning
13057,2012-07-03,Fall,1,Jul,5,0,Tue,1,Clear/Partly Cloudy,0.7,0.6515,0.61,0.0,2,33,35,Morning
13058,2012-07-03,Fall,1,Jul,6,0,Tue,1,Clear/Partly Cloudy,0.7,0.6515,0.65,0.1343,5,149,154,Morning
13059,2012-07-03,Fall,1,Jul,7,0,Tue,1,Clear/Partly Cloudy,0.74,0.6818,0.58,0.0,21,462,483,Morning
13060,2012-07-03,Fall,1,Jul,8,0,Tue,1,Clear/Partly Cloudy,0.74,0.6818,0.62,0.0896,42,604,646,Afternoon
13061,2012-07-03,Fall,1,Jul,9,0,Tue,1,Clear/Partly Cloudy,0.8,0.7424,0.49,0.1642,46,226,272,Afternoon
13062,2012-07-03,Fall,1,Jul,10,0,Tue,1,Clear/Partly Cloudy,0.82,0.7424,0.43,0.2239,56,153,209,Afternoon
13063,2012-07-03,Fall,1,Jul,11,0,Tue,1,Clear/Partly Cloudy,0.86,0.7576,0.34,0.194,66,151,217,Afternoon
13064,2012-07-03,Fall,1,Jul,12,0,Tue,1,Clear/Partly Cloudy,0.88,0.7576,0.28,0.194,74,198,272,Afternoon
13065,2012-07-03,Fall,1,Jul,13,0,Tue,1,Clear/Partly Cloudy,0.9,0.7727,0.25,0.1343,80,203,283,Afternoon
13066,2012-07-03,Fall,1,Jul,14,0,Tue,1,Clear/Partly Cloudy,0.9,0.7727,0.25,0.194,69,241,310,Afternoon
13067,2012-07-03,Fall,1,Jul,15,0,Tue,1,Misty/Cloudy,0.9,0.7727,0.24,0.0,71,330,401,Afternoon
13068,2012-07-03,Fall,1,Jul,16,0,Tue,1,Misty/Cloudy,0.9,0.7727,0.24,0.194,90,437,527,Night
13069,2012-07-03,Fall,1,Jul,17,0,Tue,1,Misty/Cloudy,0.86,0.7424,0.3,0.1642,102,620,722,Night
13070,2012-07-03,Fall,1,Jul,18,0,Tue,1,Misty/Cloudy,0.86,0.7424,0.3,0.0,85,542,627,Night
13071,2012-07-03,Fall,1,Jul,19,0,Tue,1,Misty/Cloudy,0.84,0.7424,0.36,0.1343,66,431,497,Night
13072,2012-07-03,Fall,1,Jul,20,0,Tue,1,Light Snow/Rain,0.76,0.697,0.55,0.4925,80,296,376,Night
13073,2012-07-03,Fall,1,Jul,21,0,Tue,1,Misty/Cloudy,0.7,0.6515,0.7,0.2836,36,160,196,Night
13074,2012-07-03,Fall,1,Jul,22,0,Tue,1,Clear/Partly Cloudy,0.68,0.6364,0.79,0.194,26,151,177,Night
13075,2012-07-03,Fall,1,Jul,23,0,Tue,1,Clear/Partly Cloudy,0.66,0.6061,0.83,0.0,19,152,171,Night
13076,2012-07-04,Fall,1,Jul,0,1,Wed,0,Clear/Partly Cloudy,0.68,0.6364,0.79,0.0896,19,140,159,Morning
13077,2012-07-04,Fall,1,Jul,1,1,Wed,0,Clear/Partly Cloudy,0.68,0.6364,0.74,0.0,27,96,123,Morning
13078,2012-07-04,Fall,1,Jul,2,1,Wed,0,Clear/Partly Cloudy,0.66,0.6061,0.83,0.1343,27,66,93,Morning
13079,2012-07-04,Fall,1,Jul,3,1,Wed,0,Clear/Partly Cloudy,0.68,0.6364,0.74,0.194,9,23,32,Morning
13080,2012-07-04,Fall,1,Jul,4,1,Wed,0,Clear/Partly Cloudy,0.68,0.6364,0.69,0.2537,5,11,16,Morning
13081,2012-07-04,Fall,1,Jul,5,1,Wed,0,Clear/Partly Cloudy,0.66,0.6212,0.69,0.0,5,14,19,Morning
13082,2012-07-04,Fall,1,Jul,6,1,Wed,0,Clear/Partly Cloudy,0.66,0.6212,0.69,0.0,9,23,32,Morning
13083,2012-07-04,Fall,1,Jul,7,1,Wed,0,Clear/Partly Cloudy,0.68,0.6364,0.65,0.0,10,62,72,Morning
13084,2012-07-04,Fall,1,Jul,8,1,Wed,0,Clear/Partly Cloudy,0.7,0.6515,0.61,0.1045,43,110,153,Afternoon
13085,2012-07-04,Fall,1,Jul,9,1,Wed,0,Clear/Partly Cloudy,0.76,0.697,0.52,0.0,90,203,293,Afternoon
13086,2012-07-04,Fall,1,Jul,10,1,Wed,0,Clear/Partly Cloudy,0.8,0.7273,0.46,0.0,143,304,447,Afternoon
13087,2012-07-04,Fall,1,Jul,11,1,Wed,0,Clear/Partly Cloudy,0.82,0.7576,0.46,0.1343,164,321,485,Afternoon
13088,2012-07-04,Fall,1,Jul,12,1,Wed,0,Clear/Partly Cloudy,0.86,0.7879,0.41,0.2239,164,330,494,Afternoon
13089,2012-07-04,Fall,1,Jul,13,1,Wed,0,Clear/Partly Cloudy,0.9,0.8182,0.35,0.0,177,322,499,Afternoon
13090,2012-07-04,Fall,1,Jul,14,1,Wed,0,Clear/Partly Cloudy,0.9,0.8182,0.37,0.1642,190,357,547,Afternoon
13091,2012-07-04,Fall,1,Jul,15,1,Wed,0,Clear/Partly Cloudy,0.92,0.8485,0.35,0.2985,155,299,454,Afternoon
13092,2012-07-04,Fall,1,Jul,16,1,Wed,0,Clear/Partly Cloudy,0.92,0.8485,0.35,0.2537,163,226,389,Night
13093,2012-07-04,Fall,1,Jul,17,1,Wed,0,Clear/Partly Cloudy,0.92,0.8485,0.35,0.2985,161,253,414,Night
13094,2012-07-04,Fall,1,Jul,18,1,Wed,0,Clear/Partly Cloudy,0.9,0.8485,0.42,0.194,159,271,430,Night
13095,2012-07-04,Fall,1,Jul,19,1,Wed,0,Clear/Partly Cloudy,0.86,0.803,0.47,0.2239,177,255,432,Night
13096,2012-07-04,Fall,1,Jul,20,1,Wed,0,Clear/Partly Cloudy,0.86,0.803,0.47,0.2239,237,314,551,Night
13097,2012-07-04,Fall,1,Jul,21,1,Wed,0,Clear/Partly Cloudy,0.84,0.803,0.53,0.1343,222,362,584,Night
13098,2012-07-04,Fall,1,Jul,22,1,Wed,0,Clear/Partly Cloudy,0.82,0.7879,0.56,0.2239,175,327,502,Night
13099,2012-07-04,Fall,1,Jul,23,1,Wed,0,Misty/Cloudy,0.78,0.697,0.43,0.0896,31,152,183,Night
13100,2012-07-05,Fall,1,Jul,0,0,Thu,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.1045,17,71,88,Morning
13101,2012-07-05,Fall,1,Jul,1,0,Thu,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.2836,6,24,30,Morning
13102,2012-07-05,Fall,1,Jul,2,0,Thu,1,Clear/Partly Cloudy,0.74,0.6667,0.51,0.0,4,14,18,Morning
13103,2012-07-05,Fall,1,Jul,3,0,Thu,1,Clear/Partly Cloudy,0.72,0.6667,0.54,0.194,2,5,7,Morning
13104,2012-07-05,Fall,1,Jul,4,0,Thu,1,Clear/Partly Cloudy,0.72,0.6667,0.58,0.0,0,7,7,Morning
13105,2012-07-05,Fall,1,Jul,5,0,Thu,1,Clear/Partly Cloudy,0.72,0.6818,0.62,0.0,1,28,29,Morning
